,Episode Batch,Learning Rate,Mean Absolute Error,Mean Squared Error,Batch Gym Reward,Batch User Reward,Avg. Episode Length (t),BAC Gradient,Policy Evolution
66,67.0,0.025,0.00019064791044776262,2.435223925792574e-06,-2600.0,-20.0,4.2,"[[1.23246121e-03]
 [2.57407933e-02]
 [2.97497747e-01]
 ...
 [4.04538477e-04]
 [5.98928579e-06]
 [4.90695127e-08]]","[[4.37052784e+00]
 [8.01033576e+00]
 [7.00937240e+00]
 ...
 [4.86059922e-02]
 [2.75401478e-03]
 [8.82899838e-05]]"
67,68.0,0.025,0.00022140470588235278,3.3333629775058773e-06,-2550.0,-17.0,3.8,"[[-6.06962634e-01]
 [-6.75372937e+00]
 [-4.10277282e+01]
 ...
 [-8.76413201e-03]
 [-1.87916945e-04]
 [-2.22969107e-06]]","[[4.35535378e+00]
 [7.84149252e+00]
 [5.98367919e+00]
 ...
 [4.83868889e-02]
 [2.74931685e-03]
 [8.82342415e-05]]"
68,69.0,0.025,8.425681159420161e-05,4.898455107014343e-07,-2350.0,-19.0,4.0,"[[ 3.22239160e-01]
 [ 2.96013943e+00]
 [ 1.51086355e+01]
 ...
 [-6.17920982e-02]
 [-3.08890337e-03]
 [-8.54470766e-05]]","[[4.36340976e+00]
 [7.91549601e+00]
 [6.36139508e+00]
 ...
 [4.68420865e-02]
 [2.67209427e-03]
 [8.60980646e-05]]"
69,70.0,0.025,4.863271428571395e-05,1.6555986291571198e-07,-2000.0,-22.0,4.8,"[[ 2.71641049e-01]
 [ 2.09262906e+00]
 [ 8.92099724e+00]
 ...
 [-1.16042259e-03]
 [-2.59878308e-05]
 [-3.22065561e-07]]","[[4.37020078e+00]
 [7.96781173e+00]
 [6.58442001e+00]
 ...
 [4.68130759e-02]
 [2.67144457e-03]
 [8.60900129e-05]]"
70,71.0,0.025,0.00020369422535211252,2.945884958367601e-06,-2800.0,-16.0,3.4,"[[1.60133518e-07]
 [1.63820720e-05]
 [9.42176625e-04]
 ...
 [8.88610715e-08]
 [4.30510431e-10]
 [1.15471592e-12]]","[[4.37020079e+00]
 [7.96781214e+00]
 [6.58444357e+00]
 ...
 [4.68130781e-02]
 [2.67144459e-03]
 [8.60900130e-05]]"
71,72.0,0.025,0.00021396388888888753,3.2961992938888473e-06,-4400.0,-26.0,5.6,"[[1.02736327e-11]
 [3.09409009e-09]
 [5.15720017e-07]
 ...
 [5.61836457e-04]
 [1.08661935e-05]
 [1.21394804e-07]]","[[4.37020079e+00]
 [7.96781214e+00]
 [6.58444358e+00]
 ...
 [4.68271240e-02]
 [2.67171624e-03]
 [8.60930478e-05]]"
72,73.0,0.025,0.00030036931506849385,6.586185956734277e-06,-2000.0,-18.0,3.8,"[[8.10651279e-15]
 [4.76506262e-12]
 [1.55051373e-09]
 ...
 [1.41147506e-02]
 [3.79580564e-04]
 [5.72216913e-06]]","[[4.37020079e+00]
 [7.96781214e+00]
 [6.58444358e+00]
 ...
 [4.71799928e-02]
 [2.68120575e-03]
 [8.62361021e-05]]"
73,74.0,0.025,0.00023752756756756667,4.175031556237806e-06,-1800.0,-16.0,3.6,"[[ 3.67373934e-01]
 [ 2.56007557e+00]
 [ 9.87211271e+00]
 ...
 [-5.94994934e-10]
 [-2.39058504e-12]
 [-5.31516358e-15]]","[[4.37938513e+00]
 [8.03181403e+00]
 [6.83124640e+00]
 ...
 [4.71799928e-02]
 [2.68120575e-03]
 [8.62361021e-05]]"
74,75.0,0.025,0.00010617493333333468,8.454837351253549e-07,-8700.0,-38.0,7.8,"[[ 2.41799096e-01]
 [-2.63079385e-01]
 [-3.41338309e+00]
 ...
 [-1.41195932e-02]
 [-5.21122046e-04]
 [-1.06430874e-05]]","[[4.38543011e+00]
 [8.02523705e+00]
 [6.74591182e+00]
 ...
 [4.68270030e-02]
 [2.66817770e-03]
 [8.59700249e-05]]"
75,76.0,0.025,9.274131578947496e-05,6.536723257315969e-07,-1300.0,-12.0,2.8,"[[-1.82579615e-01]
 [-1.86496774e+00]
 [-1.05444355e+01]
 ...
 [ 2.50336976e-05]
 [ 2.83429565e-07]
 [ 1.77670345e-09]]","[[4.38086562e+00]
 [7.97861285e+00]
 [6.48230093e+00]
 ...
 [4.68276288e-02]
 [2.66818479e-03]
 [8.59700693e-05]]"
76,77.0,0.025,0.00033726142857142867,8.758385882557148e-06,-3250.0,-23.0,4.8,"[[9.04209900e-13]
 [3.44345700e-10]
 [7.25651288e-08]
 ...
 [1.27742375e-02]
 [5.03606823e-04]
 [1.12250207e-05]]","[[4.38086562e+00]
 [7.97861285e+00]
 [6.48230093e+00]
 ...
 [4.71469847e-02]
 [2.68077496e-03]
 [8.62506948e-05]]"
77,78.0,0.025,0.0002488475641025646,4.830158592462838e-06,-750.0,-9.0,2.2,"[[6.71276170e-07]
 [4.37443151e-05]
 [1.57743673e-03]
 ...
 [8.74453854e-02]
 [3.25020472e-03]
 [6.68507129e-05]]","[[4.38086564e+00]
 [7.97861395e+00]
 [6.48234037e+00]
 ...
 [4.93331194e-02]
 [2.76203008e-03]
 [8.79219626e-05]]"
78,79.0,0.025,0.00014930658227848095,1.7611039854227833e-06,-4800.0,-24.0,5.0,"[[ 9.37580833e+00]
 [ 2.59436072e+01]
 [ 4.10477601e+01]
 ...
 [-4.67223320e-05]
 [-7.09495531e-07]
 [-5.96205974e-09]]","[[4.61526085e+00]
 [8.62720413e+00]
 [7.50853437e+00]
 ...
 [4.93319513e-02]
 [2.76201234e-03]
 [8.79218136e-05]]"
79,80.0,0.025,0.00012731237499999937,1.296675266251237e-06,-2050.0,-13.0,2.8,"[[ 3.03931117e+01]
 [ 5.92947147e+01]
 [ 6.46553463e+01]
 ...
 [-1.46193208e-07]
 [-9.35270506e-10]
 [-3.31107325e-12]]","[[5.37508864e+00]
 [1.01095720e+01]
 [9.12491803e+00]
 ...
 [4.93319477e-02]
 [2.76201232e-03]
 [8.79218135e-05]]"
80,81.0,0.025,2.6971728395062836e-05,5.892540474198014e-08,-1050.0,-11.0,2.6,"[[-2.81718898e-05]
 [-9.77542637e-04]
 [-1.91407156e-02]
 ...
 [ 4.41093574e-06]
 [ 4.42730318e-08]
 [ 2.45863959e-10]]","[[5.37508794e+00]
 [1.01095476e+01]
 [9.12443951e+00]
 ...
 [4.93320579e-02]
 [2.76201342e-03]
 [8.79218196e-05]]"
81,82.0,0.025,0.0001917791463414623,3.015897759659721e-06,-4600.0,-24.0,5.0,"[[1.45253096e+00]
 [5.30662003e+00]
 [1.03922618e+01]
 ...
 [1.05817792e-04]
 [1.83689549e-06]
 [1.78139876e-08]]","[[5.41140121e+00]
 [1.02422131e+01]
 [9.38424606e+00]
 ...
 [4.93347034e-02]
 [2.76205935e-03]
 [8.79222650e-05]]"
82,83.0,0.025,0.0001216357831325295,1.228006890275891e-06,-1250.0,-13.0,3.0,"[[9.58875890e-13]
 [3.65834626e-10]
 [7.72384853e-08]
 ...
 [8.33501920e-04]
 [1.36170541e-05]
 [1.23110856e-07]]","[[5.41140121e+00]
 [1.02422131e+01]
 [9.38424606e+00]
 ...
 [4.93555409e-02]
 [2.76239977e-03]
 [8.79253428e-05]]"
83,84.0,0.025,0.00025374321428571554,5.4083919788679115e-06,-2300.0,-16.0,3.4,"[[ 3.08107672e+00]
 [ 1.26126071e+01]
 [ 2.99382629e+01]
 ...
 [-1.31363291e-09]
 [-5.81042462e-12]
 [-1.42258445e-14]]","[[5.48842813e+00]
 [1.05575282e+01]
 [1.01327026e+01]
 ...
 [4.93555409e-02]
 [2.76239977e-03]
 [8.79253428e-05]]"
84,85.0,0.025,6.916823529411671e-05,4.066608057646949e-07,-1000.0,-12.0,3.0,"[[ 4.49516570e+01]
 [ 1.39865972e+02]
 [ 2.44127983e+02]
 ...
 [-2.90574309e-05]
 [-2.83982215e-07]
 [-1.54201306e-09]]","[[6.61221955e+00]
 [1.40541775e+01]
 [1.62359022e+01]
 ...
 [4.93548144e-02]
 [2.76239267e-03]
 [8.79253042e-05]]"
85,86.0,0.025,7.221267441860409e-05,4.484616498151093e-07,-1700.0,-14.0,3.6,"[[1.10971421e-09]
 [1.60157472e-07]
 [1.29704756e-05]
 ...
 [1.21687258e-04]
 [1.50824934e-06]
 [1.03459039e-08]]","[[6.61221955e+00]
 [1.40541775e+01]
 [1.62359025e+01]
 ...
 [4.93578566e-02]
 [2.76243038e-03]
 [8.79255629e-05]]"
86,87.0,0.025,0.00011564586206896613,1.1635349909896674e-06,-900.0,-8.0,2.2,"[[1.69328596e-13]
 [7.10053088e-11]
 [1.67480919e-08]
 ...
 [3.34041360e-03]
 [6.85737330e-05]
 [7.79662768e-07]]","[[6.61221955e+00]
 [1.40541775e+01]
 [1.62359025e+01]
 ...
 [4.94413670e-02]
 [2.76414472e-03]
 [8.79450544e-05]]"
87,88.0,0.025,0.0002072742045454535,3.780708436555645e-06,-2350.0,-17.0,3.6,"[[ 6.81493484e+00]
 [ 1.78602548e+01]
 [ 2.58059937e+01]
 ...
 [-1.24374682e-08]
 [-7.80545998e-11]
 [-2.71073309e-13]]","[[6.78259292e+00]
 [1.45006839e+01]
 [1.68810524e+01]
 ...
 [4.94413667e-02]
 [2.76414472e-03]
 [8.79450544e-05]]"
88,89.0,0.025,5.955831460674154e-05,3.157001626528086e-07,-1400.0,-12.0,2.6,"[[6.74118870e-06]
 [3.20236027e-04]
 [8.41811176e-03]
 ...
 [1.29742189e-02]
 [3.38140628e-04]
 [4.87680056e-06]]","[[6.78259309e+00]
 [1.45006919e+01]
 [1.68812628e+01]
 ...
 [4.97657221e-02]
 [2.77259824e-03]
 [8.80669744e-05]]"
89,90.0,0.025,2.3226666666665964e-05,4.855302399999706e-08,-1350.0,-13.0,2.8,"[[ 7.32546322e-01]
 [ 4.21893134e+00]
 [ 1.34457809e+01]
 ...
 [-2.91591341e-04]
 [-7.03416501e-06]
 [-9.39013827e-08]]","[[6.80090675e+00]
 [1.46061652e+01]
 [1.72174073e+01]
 ...
 [4.97584323e-02]
 [2.77242238e-03]
 [8.80646269e-05]]"
90,91.0,0.025,0.0002237292307692313,4.554983951753868e-06,-1950.0,-11.0,2.4,"[[-1.21346934e-01]
 [-3.37150434e-01]
 [ 6.29035226e-01]
 ...
 [ 2.08558802e-03]
 [ 5.46069784e-05]
 [ 7.91205445e-07]]","[[6.79787308e+00]
 [1.45977364e+01]
 [1.72331332e+01]
 ...
 [4.98105720e-02]
 [2.77378756e-03]
 [8.80844070e-05]]"
91,92.0,0.025,1.3053152173913153e-05,1.5675399914130696e-08,-800.0,-10.0,2.4,"[[1.48926839e-10]
 [3.26767646e-08]
 [4.02978083e-06]
 ...
 [3.93180197e-05]
 [4.13383014e-07]
 [2.40665592e-09]]","[[6.79787308e+00]
 [1.45977364e+01]
 [1.72331333e+01]
 ...
 [4.98115550e-02]
 [2.77379789e-03]
 [8.80844672e-05]]"
92,93.0,0.025,1.3161720430107331e-05,1.611047227526834e-08,-2600.0,-14.0,3.2,"[[7.82632274e-10]
 [1.52522426e-07]
 [1.64487698e-05]
 ...
 [7.45596184e-06]
 [6.22118421e-08]
 [2.87260713e-10]]","[[6.79787308e+00]
 [1.45977364e+01]
 [1.72331337e+01]
 ...
 [4.98117414e-02]
 [2.77379945e-03]
 [8.80844744e-05]]"
93,94.0,0.025,1.9181382978722525e-05,3.458499257978406e-08,-850.0,-11.0,2.2,"[[2.48710224e-04]
 [6.86126105e-03]
 [1.06093045e-01]
 ...
 [1.18361697e-08]
 [4.56185512e-11]
 [9.72956537e-14]]","[[6.79787930e+00]
 [1.45979080e+01]
 [1.72357861e+01]
 ...
 [4.98117417e-02]
 [2.77379945e-03]
 [8.80844744e-05]]"
94,95.0,0.025,1.840884210526405e-05,3.2194119427371544e-08,-2700.0,-16.0,3.4,"[[ 1.21562925e+00]
 [ 7.52499039e+00]
 [ 2.59522956e+01]
 ...
 [-4.14480807e-02]
 [-2.09501783e-03]
 [-5.85993998e-05]]","[[6.82827003e+00]
 [1.47860327e+01]
 [1.78845934e+01]
 ...
 [4.87755397e-02]
 [2.72142400e-03]
 [8.66194894e-05]]"
95,96.0,0.025,7.596177083333405e-05,5.539383003010522e-07,-3400.0,-24.0,5.0,"[[6.64132521e-04]
 [1.54468275e-02]
 [1.98809184e-01]
 ...
 [2.12174645e-02]
 [6.04096876e-04]
 [9.51790142e-06]]","[[6.82828663e+00]
 [1.47864189e+01]
 [1.78895637e+01]
 ...
 [4.93059763e-02]
 [2.73652642e-03]
 [8.68574369e-05]]"
96,97.0,0.025,5.813402061855618e-05,3.2781774226803537e-07,-2050.0,-17.0,3.8,"[[8.15572415e-10]
 [1.21379328e-07]
 [1.01125267e-05]
 ...
 [1.81393908e-04]
 [2.38515101e-06]
 [1.73569240e-08]]","[[6.82828663e+00]
 [1.47864189e+01]
 [1.78895639e+01]
 ...
 [4.93105111e-02]
 [2.73658605e-03]
 [8.68578709e-05]]"
97,98.0,0.025,0.000132771224489795,1.7275634091469152e-06,-1450.0,-15.0,3.2,"[[1.46921770e-07]
 [1.57602636e-05]
 [9.35513097e-04]
 ...
 [1.68782513e-04]
 [3.20449780e-06]
 [3.36739910e-08]]","[[6.82828663e+00]
 [1.47864193e+01]
 [1.78895873e+01]
 ...
 [4.93147307e-02]
 [2.73666616e-03]
 [8.68587127e-05]]"
98,99.0,0.025,0.00022863585858585902,5.175161227297999e-06,-3250.0,-21.0,4.2,"[[ 3.23533082e+00]
 [ 1.59697829e+01]
 [ 4.37638015e+01]
 ...
 [-1.54757290e-04]
 [-2.59997414e-06]
 [-2.41717695e-08]]","[[6.90916990e+00]
 [1.51856639e+01]
 [1.89836824e+01]
 ...
 [4.93108618e-02]
 [2.73660116e-03]
 [8.68581084e-05]]"
99,100.0,0.025,0.00019522640000000036,3.8113347256960137e-06,-1400.0,-14.0,3.0,"[[9.52535004e-07]
 [5.92536045e-05]
 [2.03966415e-03]
 ...
 [7.25103266e-02]
 [2.60211816e-03]
 [5.16744274e-05]]","[[6.90916993e+00]
 [1.51856654e+01]
 [1.89837333e+01]
 ...
 [5.11236199e-02]
 [2.80165412e-03]
 [8.81499691e-05]]"
100,101.0,0.025,7.146683168316756e-05,5.158583111138504e-07,-1050.0,-15.0,3.4,"[[ 5.78803725e+01]
 [ 1.60584916e+02]
 [ 2.46155191e+02]
 ...
 [-6.71789396e-02]
 [-2.29487912e-03]
 [-4.34457811e-05]]","[[8.35617924e+00]
 [1.92002883e+01]
 [2.51376131e+01]
 ...
 [4.94441464e-02]
 [2.74428214e-03]
 [8.70638246e-05]]"
101,102.0,0.025,6.805882352939874e-07,4.7246435294099564e-11,-1750.0,-13.0,3.0,"[[1.71325822e-03]
 [3.37150395e-02]
 [3.67144943e-01]
 ...
 [6.48483442e-02]
 [2.27284436e-03]
 [4.40820729e-05]]","[[8.35622207e+00]
 [1.92011311e+01]
 [2.51467917e+01]
 ...
 [5.10653550e-02]
 [2.80110325e-03]
 [8.81658764e-05]]"
102,103.0,0.025,0.00011961407766990215,1.4736753404126025e-06,-1400.0,-10.0,2.6,"[[3.10049883e-11]
 [8.36825451e-09]
 [1.25012760e-06]
 ...
 [2.06031509e-04]
 [3.26141580e-06]
 [2.97419115e-08]]","[[8.35622207e+00]
 [1.92011311e+01]
 [2.51467918e+01]
 ...
 [5.10705058e-02]
 [2.80118479e-03]
 [8.81666199e-05]]"
103,104.0,0.025,3.9556730769230805e-05,1.6273243471153874e-07,-2100.0,-12.0,2.8,"[[4.43902049e-09]
 [7.16664530e-07]
 [6.40254182e-05]
 ...
 [1.71647395e-06]
 [1.18581228e-08]
 [4.53331969e-11]]","[[8.35622207e+00]
 [1.92011312e+01]
 [2.51467934e+01]
 ...
 [5.10705487e-02]
 [2.80118508e-03]
 [8.81666211e-05]]"
104,105.0,0.025,0.00010944885714285757,1.2578004946371527e-06,-2300.0,-18.0,4.0,"[[1.28200521e-13]
 [4.67821822e-11]
 [9.49952965e-09]
 ...
 [3.31364299e-02]
 [1.02328779e-03]
 [1.74929659e-05]]","[[8.35622207e+00]
 [1.92011312e+01]
 [2.51467934e+01]
 ...
 [5.18989595e-02]
 [2.82676728e-03]
 [8.86039452e-05]]"
105,106.0,0.025,0.0002834115094339622,8.514140870041504e-06,-1550.0,-17.0,3.6,"[[ 1.66774965e-02]
 [ 2.89245509e-01]
 [ 2.78471318e+00]
 ...
 [-2.63939786e-03]
 [-6.71700708e-05]
 [-9.45950169e-07]]","[[8.35663901e+00]
 [1.92083623e+01]
 [2.52164112e+01]
 ...
 [5.18329745e-02]
 [2.82508802e-03]
 [8.85802965e-05]]"
106,107.0,0.025,0.00016054439252336403,2.75787171086447e-06,-3150.0,-21.0,4.4,"[[2.23937578e-03]
 [6.40605292e-02]
 [1.01434842e+00]
 ...
 [1.78507467e-10]
 [5.67760316e-13]
 [9.99604463e-16]]","[[8.35669499e+00]
 [1.92099638e+01]
 [2.52417699e+01]
 ...
 [5.18329746e-02]
 [2.82508802e-03]
 [8.85802965e-05]]"
107,108.0,0.025,0.00010967638888888911,1.2991223102083386e-06,-4350.0,-21.0,4.6,"[[2.99559731e+00]
 [1.18863264e+01]
 [2.64138223e+01]
 ...
 [6.96028465e-08]
 [4.69533862e-10]
 [1.75281380e-12]]","[[8.43158493e+00]
 [1.95071220e+01]
 [2.59021155e+01]
 ...
 [5.18329763e-02]
 [2.82508804e-03]
 [8.85802965e-05]]"
108,109.0,0.025,2.742963302752267e-05,8.200993971467732e-08,-3500.0,-20.0,4.2,"[[ 2.70146604e+00]
 [ 1.11095771e+01]
 [ 2.53400281e+01]
 ...
 [-5.87705903e-03]
 [-2.32772524e-04]
 [-5.10170550e-06]]","[[8.49912158e+00]
 [1.97848614e+01]
 [2.65356162e+01]
 ...
 [5.16860498e-02]
 [2.81926872e-03]
 [8.84527539e-05]]"
109,110.0,0.025,0.00023862318181818216,6.263512519113654e-06,-3200.0,-18.0,4.0,"[[1.48246498e-12]
 [5.38099212e-10]
 [1.08080490e-07]
 ...
 [1.34495510e-02]
 [5.44707220e-04]
 [1.24053096e-05]]","[[8.49912158e+00]
 [1.97848614e+01]
 [2.65356162e+01]
 ...
 [5.20222886e-02]
 [2.83288640e-03]
 [8.87628866e-05]]"
110,111.0,0.025,0.00016547828828828782,3.039520092325208e-06,-4050.0,-21.0,4.4,"[[ 1.72600906e-01]
 [ 1.45694430e+00]
 [ 6.80546881e+00]
 ...
 [-2.10040175e-04]
 [-4.78630178e-06]
 [-6.03558389e-08]]","[[8.50343660e+00]
 [1.98212850e+01]
 [2.67057529e+01]
 ...
 [5.20170376e-02]
 [2.83276675e-03]
 [8.87613777e-05]]"
111,112.0,0.025,0.0001652091964285713,3.0569368014723173e-06,-1950.0,-15.0,3.2,"[[2.49075625e-06]
 [1.90053563e-04]
 [8.03056926e-03]
 ...
 [3.03712914e-09]
 [9.99321395e-12]
 [1.81998195e-14]]","[[8.50343666e+00]
 [1.98212897e+01]
 [2.67059537e+01]
 ...
 [5.20170377e-02]
 [2.83276675e-03]
 [8.87613777e-05]]"
112,113.0,0.025,0.00011336283185840698,1.4521778761061921e-06,-7500.0,-40.0,8.0,"[[ 4.68662722e+00]
 [ 1.82274067e+01]
 [ 4.39676400e+01]
 ...
 [-1.20547407e-04]
 [-2.20860525e-06]
 [-2.23924017e-08]]","[[8.62060234e+00]
 [2.02769749e+01]
 [2.78051447e+01]
 ...
 [5.20140240e-02]
 [2.83271153e-03]
 [8.87608179e-05]]"
113,114.0,0.025,4.752938596491242e-05,2.57530848442984e-07,-2050.0,-19.0,3.8,"[[1.72562033e-04]
 [5.02017787e-03]
 [8.08174833e-02]
 ...
 [7.21473592e-04]
 [1.16894858e-05]
 [1.04807384e-07]]","[[8.62060666e+00]
 [2.02771004e+01]
 [2.78071651e+01]
 ...
 [5.20320608e-02]
 [2.83300377e-03]
 [8.87634381e-05]]"
114,115.0,0.025,9.588469565217325e-05,1.0572956089356377e-06,-3150.0,-19.0,4.0,"[[3.96504531e-15]
 [2.47551089e-12]
 [8.55249546e-10]
 ...
 [4.72111185e-02]
 [2.60202516e-03]
 [7.92806729e-05]]","[[8.62060666e+00]
 [2.02771004e+01]
 [2.78071651e+01]
 ...
 [5.32123388e-02]
 [2.89805440e-03]
 [9.07454549e-05]]"
115,116.0,0.025,9.151982758620997e-06,9.716019456035134e-09,-1450.0,-11.0,2.8,"[[6.68454173e-11]
 [1.29009004e-08]
 [1.37783532e-06]
 ...
 [4.52142601e-02]
 [1.47893243e-03]
 [2.67698331e-05]]","[[8.62060666e+00]
 [2.02771004e+01]
 [2.78071651e+01]
 ...
 [5.43426953e-02]
 [2.93502771e-03]
 [9.14147007e-05]]"
116,117.0,0.025,6.323273504273461e-05,4.6781031737520737e-07,-2400.0,-14.0,3.2,"[[ 1.84815439e+01]
 [ 4.79889870e+01]
 [ 7.17078405e+01]
 ...
 [-6.20271771e-04]
 [-1.38062022e-05]
 [-1.69948373e-07]]","[[9.08264525e+00]
 [2.14768251e+01]
 [2.95998611e+01]
 ...
 [5.43271885e-02]
 [2.93468255e-03]
 [9.14104520e-05]]"
117,118.0,0.025,5.148406779661008e-05,3.1277188995254126e-07,-1950.0,-17.0,3.8,"[[3.27949712e-12]
 [1.08475466e-09]
 [1.99694997e-07]
 ...
 [4.33347461e-04]
 [6.42954788e-06]
 [5.28224273e-08]]","[[9.08264525e+00]
 [2.14768251e+01]
 [2.95998612e+01]
 ...
 [5.43380222e-02]
 [2.93484329e-03]
 [9.14117726e-05]]"
118,119.0,0.025,7.352840336134444e-05,6.433647060033596e-07,-6100.0,-38.0,7.6,"[[1.30612895e+01]
 [3.85727330e+01]
 [6.13459753e+01]
 ...
 [3.75601477e-02]
 [1.61846156e-03]
 [3.85194421e-05]]","[[9.40917749e+00]
 [2.24411434e+01]
 [3.11335105e+01]
 ...
 [5.52770259e-02]
 [2.97530483e-03]
 [9.23747586e-05]]"
119,120.0,0.025,3.948916666666561e-06,1.8712731408332333e-09,-2600.0,-22.0,4.8,"[[ 4.10976388e-05]
 [ 1.58370545e-03]
 [ 3.37702315e-02]
 ...
 [-7.79247522e-05]
 [-1.09996487e-06]
 [-8.59218671e-09]]","[[9.40917852e+00]
 [2.24411830e+01]
 [3.11343548e+01]
 ...
 [5.52750777e-02]
 [2.97527733e-03]
 [9.23745438e-05]]"
120,121.0,0.025,0.00013443851239669513,2.1869193474677987e-06,-3350.0,-23.0,4.6,"[[1.96764223e+00]
 [8.40574132e+00]
 [2.12513668e+01]
 ...
 [7.96089349e-05]
 [1.08535238e-06]
 [8.18841022e-09]]","[[9.45836957e+00]
 [2.26513265e+01]
 [3.16656390e+01]
 ...
 [5.52770680e-02]
 [2.97530447e-03]
 [9.23747486e-05]]"
121,122.0,0.025,0.00016462508196721283,3.306372948750808e-06,-900.0,-10.0,2.6,"[[9.11159114e-07]
 [5.74744911e-05]
 [2.02879199e-03]
 ...
 [1.51958872e-06]
 [1.04348245e-08]
 [3.96524048e-11]]","[[9.45836960e+00]
 [2.26513280e+01]
 [3.16656897e+01]
 ...
 [5.52771060e-02]
 [2.97530473e-03]
 [9.23747495e-05]]"
122,123.0,0.025,0.0002208287804878053,5.998138085882949e-06,-4000.0,-24.0,5.0,"[[-3.77126838e+00]
 [-2.15386051e+01]
 [-6.80597129e+01]
 ...
 [ 4.89350266e-04]
 [ 8.63696330e-06]
 [ 8.43573974e-08]]","[[9.36408789e+00]
 [2.21128629e+01]
 [2.99641969e+01]
 ...
 [5.52893397e-02]
 [2.97552065e-03]
 [9.23768585e-05]]"
123,124.0,0.025,5.2369354838710525e-05,3.400761164516239e-07,-900.0,-10.0,2.2,"[[2.17441548e-11]
 [6.10694007e-09]
 [9.49308993e-07]
 ...
 [1.09769600e-04]
 [1.32807630e-06]
 [8.89749502e-09]]","[[9.36408789e+00]
 [2.21128629e+01]
 [2.99641969e+01]
 ...
 [5.52920840e-02]
 [2.97555385e-03]
 [9.23770809e-05]]"
124,125.0,0.025,0.00011323511999999969,1.6027740501767913e-06,-2950.0,-19.0,3.8,"[[1.44691223e-02]
 [1.88666231e-01]
 [1.36132024e+00]
 ...
 [3.85182856e-04]
 [5.66060030e-06]
 [4.60340875e-08]]","[[9.36444961e+00]
 [2.21175795e+01]
 [2.99982299e+01]
 ...
 [5.53017135e-02]
 [2.97569537e-03]
 [9.23782318e-05]]"
125,126.0,0.025,1.982174603174619e-05,4.9505603584127787e-08,-2850.0,-21.0,4.4,"[[-8.87892833e+01]
 [-2.12521083e+02]
 [-2.85605691e+02]
 ...
 [ 2.87950897e-05]
 [ 2.65117896e-07]
 [ 1.35076326e-09]]","[[7.14471753e+00]
 [1.68045524e+01]
 [2.28580876e+01]
 ...
 [5.53024334e-02]
 [2.97570200e-03]
 [9.23782655e-05]]"
126,127.0,0.025,5.170669291338547e-05,3.395449256889717e-07,-200.0,-8.0,2.0,"[[9.04992249e-13]
 [2.89774117e-10]
 [5.26250257e-08]
 ...
 [2.84934414e-03]
 [5.71908702e-05]
 [6.35626217e-07]]","[[7.14471753e+00]
 [1.68045524e+01]
 [2.28580876e+01]
 ...
 [5.53736670e-02]
 [2.97713177e-03]
 [9.23941562e-05]]"
127,128.0,0.025,0.00014621632812499962,2.7365394701257672e-06,0.0,-6.0,2.0,"[[1.42173744e-03]
 [2.89147169e-02]
 [3.25411098e-01]
 ...
 [1.07042951e-04]
 [1.30278072e-06]
 [8.77417063e-09]]","[[7.14475308e+00]
 [1.68052753e+01]
 [2.28662229e+01]
 ...
 [5.53763431e-02]
 [2.97716434e-03]
 [9.23943755e-05]]"
128,129.0,0.025,6.436503875968959e-05,5.344287096751884e-07,-4700.0,-22.0,4.4,"[[4.72553842e+00]
 [1.39190345e+01]
 [2.60086758e+01]
 ...
 [1.42082718e-12]
 [3.00556352e-15]
 [3.51829355e-18]]","[[7.26289154e+00]
 [1.71532512e+01]
 [2.35164398e+01]
 ...
 [5.53763431e-02]
 [2.97716434e-03]
 [9.23943755e-05]]"
129,130.0,0.025,0.00018058353846153857,4.239353867227698e-06,-4600.0,-26.0,5.2,"[[ 9.79549344e+00]
 [ 2.13659085e+01]
 [ 2.57889553e+01]
 ...
 [-8.06465206e-11]
 [-2.80967149e-13]
 [-5.41685195e-16]]","[[7.50777887e+00]
 [1.76873989e+01]
 [2.41611637e+01]
 ...
 [5.53763431e-02]
 [2.97716434e-03]
 [9.23943755e-05]]"
130,131.0,0.025,5.415106870228999e-05,3.841363096496171e-07,-3450.0,-19.0,4.0,"[[3.79806625e-09]
 [5.93521867e-07]
 [5.21206491e-05]
 ...
 [2.91877427e-06]
 [2.16960705e-08]
 [8.92943241e-11]]","[[7.50777887e+00]
 [1.76873989e+01]
 [2.41611650e+01]
 ...
 [5.53764161e-02]
 [2.97716488e-03]
 [9.23943778e-05]]"
131,132.0,0.025,4.924325757575718e-05,3.2008659100075245e-07,-3100.0,-16.0,3.4,"[[ 8.44753777e-01]
 [ 4.66669486e+00]
 [ 1.42660908e+01]
 ...
 [-6.40564617e-04]
 [-1.77365601e-05]
 [-2.71767394e-07]]","[[7.52889772e+00]
 [1.78040663e+01]
 [2.45178172e+01]
 ...
 [5.53604019e-02]
 [2.97672147e-03]
 [9.23875836e-05]]"
132,133.0,0.025,0.00013229045112781996,2.3276015401270825e-06,-750.0,-9.0,2.4,"[[2.31265023e-05]
 [9.18889900e-04]
 [2.02035745e-02]
 ...
 [4.84252462e-02]
 [1.60472517e-03]
 [2.94273395e-05]]","[[7.52889829e+00]
 [1.78040892e+01]
 [2.45183223e+01]
 ...
 [5.65710331e-02]
 [3.01683959e-03]
 [9.31232671e-05]]"
